"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 16 06:11:41 UTC 2024","Tue Apr 16 06:12:12 UTC 2024","31004","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Insufficient funds decline","should upgrade account to Standard 1 month: Insufficient funds decline",""
"passed","Tue Apr 16 06:55:32 UTC 2024","Tue Apr 16 07:00:24 UTC 2024","291810","","My Transactions: [FNN-737] Hourly project: Start project. Negative","","My Transactions: [FNN-737] Hourly project: Start project. Negative","should start project without Hours per period and Hourly rate","should start project without Hours per period and Hourly rate",""
"skipped","Tue Apr 16 07:24:49 UTC 2024","Tue Apr 16 07:24:49 UTC 2024","1","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","should approve milestone and pay for it","should approve milestone and pay for it",""
"passed","Tue Apr 16 07:01:06 UTC 2024","Tue Apr 16 07:01:18 UTC 2024","11768","","My Transactions: [FNN-737] Hourly project: Start project. Negative","","My Transactions: [FNN-737] Hourly project: Start project. Negative","should start project without Way of paying","should start project without Way of paying",""
"passed","Tue Apr 16 06:35:07 UTC 2024","Tue Apr 16 06:35:13 UTC 2024","6312","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email without first name","should invite manually via email without first name",""
"passed","Tue Apr 16 06:08:21 UTC 2024","Tue Apr 16 06:08:25 UTC 2024","3872","","Login: [FNN-563] Log in from the header Negative","","Login: [FNN-563] Log in from the header Negative","should log in without password","should log in without password",""
"passed","Tue Apr 16 06:16:20 UTC 2024","Tue Apr 16 06:18:19 UTC 2024","118722","","My Profile: [FNN-713] Confirm phone number Negative","","My Profile: [FNN-713] Confirm phone number Negative","should confirm phone number with invalid code","should confirm phone number with invalid code",""
"failed","Tue Apr 16 07:06:29 UTC 2024","Tue Apr 16 07:06:56 UTC 2024","26765","","My Profile: [FNN-719] Add resume Negative","","My Profile: [FNN-719] Add resume Negative","should add education without period to","should add education without period to",""
"passed","Tue Apr 16 07:09:13 UTC 2024","Tue Apr 16 07:09:32 UTC 2024","19581","","Post Project: [FNN-588] Post project without account Negative","","Post Project: [FNN-588] Post project without account Negative","should post project with wrong email","should post project with wrong email",""
"skipped","Tue Apr 16 06:47:09 UTC 2024","Tue Apr 16 06:48:02 UTC 2024","53556","","[FNN-667] Send contact","","[FNN-667] Send contact","should check the contact as the second user","should check the contact as the second user",""
"passed","Tue Apr 16 06:30:09 UTC 2024","Tue Apr 16 06:31:22 UTC 2024","73098","","Settings: [FNN-676] Change profile settings","","Settings: [FNN-676] Change profile settings","i don't want to display my profile in the database","i don't want to display my profile in the database",""
"passed","Tue Apr 16 06:42:02 UTC 2024","Tue Apr 16 06:45:48 UTC 2024","225925","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Terms","should filter freelancers by Terms",""
"passed","Tue Apr 16 06:26:16 UTC 2024","Tue Apr 16 06:27:22 UTC 2024","66441","","Settings: [FNN-673] Confirm email address","","Settings: [FNN-673] Confirm email address","should confirm email address","should confirm email address",""
"passed","Tue Apr 16 06:24:11 UTC 2024","Tue Apr 16 06:24:24 UTC 2024","13780","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Budget","should post project without Budget",""
"passed","Tue Apr 16 06:12:41 UTC 2024","Tue Apr 16 06:12:54 UTC 2024","13398","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe with invalid repeat password","should subscribe with invalid repeat password",""
"broken","Tue Apr 16 07:27:23 UTC 2024","Tue Apr 16 07:27:26 UTC 2024","3578","","CR","","CR","[FNN-2400] User receives the Invitation to organization letter","[FNN-2400] User receives the Invitation to organization letter",""
"passed","Tue Apr 16 06:35:13 UTC 2024","Tue Apr 16 06:35:20 UTC 2024","6893","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email without last name","should invite manually via email without last name",""
"passed","Tue Apr 16 06:46:46 UTC 2024","Tue Apr 16 06:47:09 UTC 2024","22913","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Hourly Rate","should filter freelancers by Hourly Rate",""
"passed","Tue Apr 16 07:02:42 UTC 2024","Tue Apr 16 07:02:43 UTC 2024","1434","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without first step","should invite manually to the organization without first step",""
"passed","Tue Apr 16 07:01:19 UTC 2024","Tue Apr 16 07:02:28 UTC 2024","68999","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without email","should invite manually to the organization without email",""
"passed","Tue Apr 16 06:08:03 UTC 2024","Tue Apr 16 06:08:37 UTC 2024","33176","","Login: [FNN-574] Log in from the Login page Negative","","Login: [FNN-574] Log in from the Login page Negative","should log in without credentials","should log in without credentials",""
"passed","Tue Apr 16 06:14:31 UTC 2024","Tue Apr 16 06:14:44 UTC 2024","13078","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Education","should add Education",""
"passed","Tue Apr 16 07:15:28 UTC 2024","Tue Apr 16 07:15:56 UTC 2024","27242","","My Network: [FNN-664] Invite freelancer","","My Network: [FNN-664] Invite freelancer","should accept an invitation","should accept an invitation",""
"passed","Tue Apr 16 06:25:31 UTC 2024","Tue Apr 16 06:25:50 UTC 2024","19325","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Description","should post project without Description",""
"passed","Tue Apr 16 06:40:23 UTC 2024","Tue Apr 16 06:42:50 UTC 2024","146811","","Freelancer search: [FNN-817] Add note","","Freelancer search: [FNN-817] Add note","should add a note via the note button","should add a note via the note button",""
"failed","Tue Apr 16 07:18:45 UTC 2024","Tue Apr 16 07:24:49 UTC 2024","363752","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","","My Transactions: [FNN-1430] Milestones project: In retrospect. Positive","should start project with milestone","should start project with milestone",""
"passed","Tue Apr 16 06:24:27 UTC 2024","Tue Apr 16 06:25:45 UTC 2024","77897","","Settings: [FNN-671] Change email address Positive","","Settings: [FNN-671] Change email address Positive","should change email address with valid credentials","should change email address with valid credentials",""
"skipped","Tue Apr 16 07:28:56 UTC 2024","Tue Apr 16 07:28:56 UTC 2024","36","","My Transactions: [FNN-708] Hourly project: In advance. Positive","","My Transactions: [FNN-708] Hourly project: In advance. Positive","should accept the project","should accept the project",""
"broken","Tue Apr 16 07:10:31 UTC 2024","Tue Apr 16 07:11:58 UTC 2024","86417","","Search Project: [FNN-568] Project search","","Search Project: [FNN-568] Project search","""before all"" hook for [FNN-568] Project search","""before all"" hook for [FNN-568] Project search",""
"skipped","Tue Apr 16 07:24:55 UTC 2024","Tue Apr 16 07:24:55 UTC 2024","0","","My Transactions: [FNN-1431] Hourly project: In retrospect. Positive","","My Transactions: [FNN-1431] Hourly project: In retrospect. Positive","should verify that the period is closed","should verify that the period is closed",""
"passed","Tue Apr 16 06:25:50 UTC 2024","Tue Apr 16 06:26:42 UTC 2024","52040","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project with short Description","should post project with short Description",""
"passed","Tue Apr 16 06:56:52 UTC 2024","Tue Apr 16 06:57:49 UTC 2024","56262","","CR: [FNN-742] CR subscribe Positive","","CR: [FNN-742] CR subscribe Positive","should subscribe as CR with valid credentials","should subscribe as CR with valid credentials",""
"failed","Tue Apr 16 07:06:49 UTC 2024","Tue Apr 16 07:07:20 UTC 2024","31431","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 2 with invalid website format","should pass step 2 with invalid website format",""
"passed","Tue Apr 16 07:27:56 UTC 2024","Tue Apr 16 07:30:22 UTC 2024","145568","","CR: [FNN-750] Invite to the organization through search","","CR: [FNN-750] Invite to the organization through search","should invite freelancer","should invite freelancer",""
"passed","Tue Apr 16 06:28:11 UTC 2024","Tue Apr 16 06:29:12 UTC 2024","61303","","Settings: [FNN-678] Delete account without subscription","","Settings: [FNN-678] Delete account without subscription","should delete account without subscription","should delete account without subscription",""
"passed","Tue Apr 16 06:50:00 UTC 2024","Tue Apr 16 06:50:28 UTC 2024","27582","","Freelancer search: [FNN-924] Freelancer search as CR user","","Freelancer search: [FNN-924] Freelancer search as CR user","should filter freelancers by Minimum references","should filter freelancers by Minimum references",""
"passed","Tue Apr 16 06:14:44 UTC 2024","Tue Apr 16 06:15:00 UTC 2024","16528","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Certificate","should add Certificate",""
"passed","Tue Apr 16 06:10:57 UTC 2024","Tue Apr 16 06:11:10 UTC 2024","13539","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe with wrong email format","should subscribe with wrong email format",""
"passed","Tue Apr 16 06:24:25 UTC 2024","Tue Apr 16 06:24:43 UTC 2024","18071","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Work on location","should post project without Work on location",""
"passed","Tue Apr 16 07:04:22 UTC 2024","Tue Apr 16 07:04:58 UTC 2024","36178","","Reset password","","Reset password","[FNN-2399] Reset link functionality","[FNN-2399] Reset link functionality",""
"skipped","Tue Apr 16 07:30:40 UTC 2024","Tue Apr 16 07:30:40 UTC 2024","1","","My Transactions: [FNN-710] Milestones project: In advance. Positive","","My Transactions: [FNN-710] Milestones project: In advance. Positive","should request payout","should request payout",""
"passed","Tue Apr 16 06:59:56 UTC 2024","Tue Apr 16 07:00:09 UTC 2024","12855","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR with wrong email format","should subscribe as CR with wrong email format",""
"passed","Tue Apr 16 06:46:51 UTC 2024","Tue Apr 16 06:48:05 UTC 2024","73609","","[FNN-717] Edit email settings","","[FNN-717] Edit email settings","should edit Email settings and verify that the settings are saved","should edit Email settings and verify that the settings are saved",""
"passed","Tue Apr 16 06:15:22 UTC 2024","Tue Apr 16 06:15:30 UTC 2024","8383","","My Profile: [FNN-690] Add resume Positive","","My Profile: [FNN-690] Add resume Positive","should add Language","should add Language",""
"passed","Tue Apr 16 07:00:25 UTC 2024","Tue Apr 16 07:00:37 UTC 2024","11541","","CR: [FNN-744] CR Subscribe Negative","","CR: [FNN-744] CR Subscribe Negative","should subscribe as CR without phone number","should subscribe as CR without phone number",""
"passed","Tue Apr 16 06:14:44 UTC 2024","Tue Apr 16 06:15:12 UTC 2024","27987","","Upgrade: [FNN-659] Upgrade account Negative","","Upgrade: [FNN-659] Upgrade account Negative","should upgrade account to Standard 1 month: Incorrect number decline","should upgrade account to Standard 1 month: Incorrect number decline",""
"passed","Tue Apr 16 06:12:04 UTC 2024","Tue Apr 16 06:12:16 UTC 2024","12067","","Subscribe: [FNN-577] Subscribe Negative","","Subscribe: [FNN-577] Subscribe Negative","should subscribe without password","should subscribe without password",""
"passed","Tue Apr 16 06:25:14 UTC 2024","Tue Apr 16 06:25:31 UTC 2024","16751","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without End date","should post project without End date",""
"failed","Tue Apr 16 07:05:28 UTC 2024","Tue Apr 16 07:05:57 UTC 2024","28588","","Post Project: [FNN-587] Post project with account Positive","","Post Project: [FNN-587] Post project with account Positive","should verify that the project informations is correct","should verify that the project informations is correct",""
"failed","Tue Apr 16 07:02:17 UTC 2024","Tue Apr 16 07:04:33 UTC 2024","136589","","CR: [FNN-1779] My Dashboard page integrity as Employer","","CR: [FNN-1779] My Dashboard page integrity as Employer","should verify the integrity of the My Dashboard page as employer","should verify the integrity of the My Dashboard page as employer",""
"passed","Tue Apr 16 06:35:00 UTC 2024","Tue Apr 16 06:35:07 UTC 2024","6737","","My Network: [FNN-620] Invite manually via email and sms Negative","","My Network: [FNN-620] Invite manually via email and sms Negative","should invite manually via email with wrong email format","should invite manually via email with wrong email format",""
"passed","Tue Apr 16 06:27:46 UTC 2024","Tue Apr 16 06:28:09 UTC 2024","23089","","Settings: [FNN-675] Change password Negative","","Settings: [FNN-675] Change password Negative","should change password with invalid repeat new password","should change password with invalid repeat new password",""
"passed","Tue Apr 16 06:23:48 UTC 2024","Tue Apr 16 06:23:58 UTC 2024","10204","","Post Project: [FNN-649] Post project with account Negative","","Post Project: [FNN-649] Post project with account Negative","should post project without Category","should post project without Category",""
"passed","Tue Apr 16 06:43:22 UTC 2024","Tue Apr 16 06:44:15 UTC 2024","52746","","Freelancer search: [FNN-822] Send message","","Freelancer search: [FNN-822] Send message","should check the message as the Freelancer user","should check the message as the Freelancer user",""
"passed","Tue Apr 16 07:08:31 UTC 2024","Tue Apr 16 07:08:39 UTC 2024","8092","","My Profile: [FNN-730] Request reference Negative","","My Profile: [FNN-730] Request reference Negative","should pass step 3 without comments","should pass step 3 without comments",""
"passed","Tue Apr 16 07:02:43 UTC 2024","Tue Apr 16 07:03:23 UTC 2024","40020","","CR: [FNN-751] Invite to the organization manually Negative","","CR: [FNN-751] Invite to the organization manually Negative","should invite manually to the organization without role","should invite manually to the organization without role",""
